13:18:10.048 febs [main] INFO  com.xsz.Application - Starting Application on DESKTOP-5G79DEK with PID 6676 (C:\Users\jiyu\IdeaProjects\springbootbookcode\voteWeb\target\classes started by jiyu in C:\Users\jiyu\IdeaProjects\springbootbookcode)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dishes/dishesList],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.product.controller.DishesController.dishesList(com.xsz.common.domain.QueryRequest,com.xsz.product.form.DishesForm)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dishes/dishesModelUpdate/{dishesId}],methods=[POST]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.DishesModelController.dishesModelUpdate(java.lang.Long,java.lang.String)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dishes/dishesModelListPage/{dishesId}],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.product.controller.DishesModelController.dishesModelListPage(com.xsz.common.domain.QueryRequest,java.lang.Long)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dishes/dishesModelAdd/{dishesId}],methods=[POST]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.DishesModelController.dishesModelAdd(java.lang.Long,java.lang.String)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/product]}" onto public java.lang.String com.xsz.product.controller.ProductController.index(org.springframework.ui.Model)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/updateUserProfile]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.updateUserProfile(com.xsz.system.domain.User)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.addUser(com.xsz.system.domain.User,java.lang.Long[])
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.deleteUsers(java.lang.String)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/checkUserName]}" onto public boolean com.xsz.product.controller.ProductController.checkUserName(java.lang.String,java.lang.String)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/getUserProfile]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.getUserProfile(java.lang.Long)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/checkPassword]}" onto public boolean com.xsz.product.controller.ProductController.checkPassword(java.lang.String)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/getUser]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.getUser(java.lang.Long)
13:18:30.220 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/profile]}" onto public java.lang.String com.xsz.product.controller.ProductController.profileIndex(org.springframework.ui.Model)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.userExcel(com.xsz.system.domain.User)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/changeAvatar]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.changeAvatar(java.lang.String)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.product.controller.ProductController.productList(com.xsz.common.domain.QueryRequest,com.xsz.product.domain.Product)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.userCsv(com.xsz.system.domain.User)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/regist]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.regist(com.xsz.system.domain.User)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.updateUser(com.xsz.system.domain.User,java.lang.Long[])
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/theme]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.updateTheme(com.xsz.system.domain.User)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/updatePassword]}" onto public com.xsz.common.domain.ResponseBo com.xsz.product.controller.ProductController.updatePassword(java.lang.String)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept]}" onto public java.lang.String com.xsz.system.controller.DeptController.index()
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.addRole(com.xsz.system.domain.Dept)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.deptCsv(com.xsz.system.domain.Dept)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/checkDeptName]}" onto public boolean com.xsz.system.controller.DeptController.checkDeptName(java.lang.String,java.lang.String)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/getDept]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.getDept(java.lang.Long)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.deleteDepts(java.lang.String)
13:18:30.235 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.updateRole(com.xsz.system.domain.Dept)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/list]}" onto public java.util.List<com.xsz.system.domain.Dept> com.xsz.system.controller.DeptController.deptList(com.xsz.system.domain.Dept)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/tree]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.getDeptTree()
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dept/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DeptController.deptExcel(com.xsz.system.domain.Dept)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict]}" onto public java.lang.String com.xsz.system.controller.DictController.index()
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.system.controller.DictController.dictList(com.xsz.common.domain.QueryRequest,com.xsz.system.domain.Dict)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.dictExcel(com.xsz.system.domain.Dict)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/getDict]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.getDict(java.lang.Long)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.updateDict(com.xsz.system.domain.Dict)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.addDict(com.xsz.system.domain.Dict)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.dictCsv(com.xsz.system.domain.Dict)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dict/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.DictController.deleteDicts(java.lang.String)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log]}" onto public java.lang.String com.xsz.system.controller.LogController.index()
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.LogController.logCsv(com.xsz.system.domain.SysLog)
13:18:30.251 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.LogController.deleteLogss(java.lang.String)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.system.controller.LogController.logList(com.xsz.common.domain.QueryRequest,com.xsz.system.domain.SysLog)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/log/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.LogController.logExcel(com.xsz.system.domain.SysLog)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String com.xsz.system.controller.LoginController.index(org.springframework.ui.Model)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.LoginController.login(java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[GET]}" onto public java.lang.String com.xsz.system.controller.LoginController.login()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/403],methods=[GET]}" onto public java.lang.String com.xsz.system.controller.LoginController.forbid()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gifCode],methods=[GET]}" onto public void com.xsz.system.controller.LoginController.getGifCode(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String com.xsz.system.controller.LoginController.redirectIndex()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu]}" onto public java.lang.String com.xsz.system.controller.MenuController.index()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/menuButtonTree]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.getMenuButtonTree()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.addMenu(com.xsz.system.domain.Menu)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/urlList],methods=[GET]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.String>> com.xsz.system.controller.MenuController.getAllUrl()
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.updateMenu(com.xsz.system.domain.Menu)
13:18:30.267 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/getMenu]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.getMenu(java.lang.Long)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/menu]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.getMenu(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.menuCsv(com.xsz.system.domain.Menu)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/list]}" onto public java.util.List<com.xsz.system.domain.Menu> com.xsz.system.controller.MenuController.menuList(com.xsz.system.domain.Menu)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/tree]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.getMenuTree()
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/checkMenuName]}" onto public boolean com.xsz.system.controller.MenuController.checkMenuName(java.lang.String,java.lang.String,java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.menuExcel(com.xsz.system.domain.Menu)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.deleteMenus(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/menu/getUserMenu]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.MenuController.getUserMenu(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/get]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.get(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/keys]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.keys(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/set]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.set(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/exists]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.exists(java.lang.String)
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/keysSize]}" onto public java.lang.String com.xsz.system.controller.RedisController.getKeysSize()
13:18:30.282 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/pttl]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.pttl(java.lang.String)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/pexpire]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.pexpire(java.lang.String)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/info]}" onto public java.lang.String com.xsz.system.controller.RedisController.getRedisInfo(org.springframework.ui.Model)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/memoryInfo]}" onto public java.lang.String com.xsz.system.controller.RedisController.getMemoryInfo()
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/terminal]}" onto public java.lang.String com.xsz.system.controller.RedisController.redisTerminal(org.springframework.ui.Model)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/redis/del]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RedisController.del(java.lang.String)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role]}" onto public java.lang.String com.xsz.system.controller.RoleController.index()
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/getRole]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.getRole(java.lang.Long)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.addRole(com.xsz.system.domain.Role,java.lang.Long[])
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.updateRole(com.xsz.system.domain.Role,java.lang.Long[])
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.roleCsv(com.xsz.system.domain.Role)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.deleteRoles(java.lang.String)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.system.controller.RoleController.roleList(com.xsz.common.domain.QueryRequest,com.xsz.system.domain.Role)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.RoleController.roleExcel(com.xsz.system.domain.Role)
13:18:30.298 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/checkRoleName]}" onto public boolean com.xsz.system.controller.RoleController.checkRoleName(java.lang.String,java.lang.String)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/session/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.system.controller.SessionController.list()
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/session/forceLogout]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.SessionController.forceLogout(java.lang.String)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/session]}" onto public java.lang.String com.xsz.system.controller.SessionController.online()
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user]}" onto public java.lang.String com.xsz.system.controller.UserController.index(org.springframework.ui.Model)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/list]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.xsz.system.controller.UserController.userList(com.xsz.common.domain.QueryRequest,com.xsz.system.domain.User)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/updateUserProfile]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.updateUserProfile(com.xsz.system.domain.User)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/add]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.addUser(com.xsz.system.domain.User,java.lang.Long[])
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/delete]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.deleteUsers(java.lang.String)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/checkUserName]}" onto public boolean com.xsz.system.controller.UserController.checkUserName(java.lang.String,java.lang.String)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/getUserProfile]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.getUserProfile(java.lang.Long)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/checkPassword]}" onto public boolean com.xsz.system.controller.UserController.checkPassword(java.lang.String)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/getUser]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.getUser(java.lang.Long)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/profile]}" onto public java.lang.String com.xsz.system.controller.UserController.profileIndex(org.springframework.ui.Model)
13:18:30.314 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/excel]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.userExcel(com.xsz.system.domain.User)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/changeAvatar]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.changeAvatar(java.lang.String)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/csv]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.userCsv(com.xsz.system.domain.User)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/regist]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.regist(com.xsz.system.domain.User)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/update]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.updateUser(com.xsz.system.domain.User,java.lang.Long[])
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/theme]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.updateTheme(com.xsz.system.domain.User)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/updatePassword]}" onto public com.xsz.common.domain.ResponseBo com.xsz.system.controller.UserController.updatePassword(java.lang.String)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article]}" onto public java.lang.String com.xsz.web.controller.ArticleController.index()
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/query]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.ArticleController.queryArticle(java.lang.String)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/comments]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.MovieController.getComments(java.lang.String)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/getMovieHot]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.MovieController.getMoiveHot()
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/detail]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.MovieController.getDetail(java.lang.String)
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/hot]}" onto public java.lang.String com.xsz.web.controller.MovieController.movieHot()
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/coming]}" onto public java.lang.String com.xsz.web.controller.MovieController.movieComing()
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/movie/getMovieComing]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.MovieController.getMovieComing()
13:18:30.329 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/yuwen]}" onto public java.lang.String com.xsz.web.controller.OneIsAllController.yuwenIndex()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/yuwenComments]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getYuwenComments(java.lang.String)
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/yuwenDetail]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getYuwenDetail(java.lang.String,java.lang.String)
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/readingList]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getReadingList()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/essay]}" onto public java.lang.String com.xsz.web.controller.OneIsAllController.essayIndex()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/essayDetail]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getEssayDetail(java.lang.String,java.lang.String)
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/oneList]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getOneList()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/painting]}" onto public java.lang.String com.xsz.web.controller.OneIsAllController.paintIndex()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/one/essayComments]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.OneIsAllController.getEssayComments(java.lang.String)
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weather]}" onto public java.lang.String com.xsz.web.controller.WeatherController.weather()
13:18:30.345 febs [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weather/query]}" onto public com.xsz.common.domain.ResponseBo com.xsz.web.controller.WeatherController.queryWeather(java.lang.String)
